,date,sender,transaction_amount,balance,transaction_type
6446,05-03-2016,Alice,4.36,4.36,deposit
6447,05-03-2016,Charlie,16.59,16.59,deposit
6448,06-03-2016,David,398.22,398.22,deposit
6449,06-03-2016,Bob,20.94,20.94,deposit
6450,06-03-2016,Eve,118.55,118.55,deposit
6451,06-03-2016,Bob,71.13,-71.13,withdrawal
6452,06-03-2016,Alice,108.98,-108.98,withdrawal
6453,06-03-2016,Eve,157.51,-157.51,withdrawal
6454,06-03-2016,Charlie,123.03,123.03,deposit
6455,06-03-2016,Charlie,4.69,-4.69,withdrawal
6456,07-03-2016,Alice,45.01,-45.01,withdrawal
6457,07-03-2016,Charlie,222.85,222.85,deposit
6458,07-03-2016,Eve,264.27,-264.27,withdrawal
6459,07-03-2016,David,18.04,-18.04,withdrawal
6460,07-03-2016,Eve,56.26,-56.26,withdrawal
6461,07-03-2016,Charlie,164.82,-164.82,withdrawal
6462,07-03-2016,Alice,381.19,381.19,deposit
6463,07-03-2016,David,788.78,788.78,deposit
6464,07-03-2016,Charlie,19.95,-19.95,withdrawal
6465,08-03-2016,Charlie,123.64,123.64,deposit
6466,08-03-2016,David,80.07,80.07,deposit
6467,08-03-2016,Eve,873.02,-873.02,withdrawal
6468,08-03-2016,Bob,116.76,-116.76,withdrawal
6469,08-03-2016,Bob,38.09,38.09,deposit
6470,08-03-2016,David,62.57,-62.57,withdrawal
6471,08-03-2016,Charlie,90.77,90.77,deposit
6472,08-03-2016,David,361.88,361.88,deposit
6473,08-03-2016,Charlie,32.34,32.34,deposit
6474,08-03-2016,Bob,735.17,735.17,deposit
6475,08-03-2016,Charlie,140.32,-140.32,withdrawal
6476,08-03-2016,Alice,901.34,901.34,deposit
6477,08-03-2016,Eve,357.36,357.36,deposit
6478,08-03-2016,David,89.2,89.2,deposit
6479,09-03-2016,David,142.59,142.59,deposit
6480,09-03-2016,Eve,51.88,51.88,deposit
6481,09-03-2016,Bob,82.23,82.23,deposit
6482,09-03-2016,Eve,11.34,11.34,deposit
6483,09-03-2016,Alice,624.87,-624.87,withdrawal
6484,09-03-2016,Charlie,264.06,-264.06,withdrawal
6485,10-03-2016,David,47.61,47.61,deposit
6486,10-03-2016,David,52.43,52.43,deposit
6487,10-03-2016,Eve,414.78,414.78,deposit
6488,10-03-2016,David,152.53,152.53,deposit
6489,10-03-2016,Charlie,230.91,-230.91,withdrawal
6490,10-03-2016,David,241.83,-241.83,withdrawal
6491,10-03-2016,Charlie,152.75,152.75,deposit
6492,10-03-2016,Eve,294.11,-294.11,withdrawal
6493,10-03-2016,Bob,144.02,-144.02,withdrawal
6494,11-03-2016,David,25.72,25.72,deposit
6495,11-03-2016,Charlie,163.85,-163.85,withdrawal
6496,11-03-2016,Alice,139.65,139.65,deposit
6497,11-03-2016,Charlie,320.29,-320.29,withdrawal
6498,11-03-2016,Eve,29.1,-29.1,withdrawal
6499,11-03-2016,David,232.5,-232.5,withdrawal
6500,12-03-2016,Alice,27.78,-27.78,withdrawal
6501,12-03-2016,Alice,317.35,317.35,deposit
6502,12-03-2016,Charlie,40.84,40.84,deposit
6503,12-03-2016,Alice,85.74,85.74,deposit
6504,12-03-2016,Alice,186.21,-186.21,withdrawal
6505,12-03-2016,Bob,165.36,-165.36,withdrawal
6506,12-03-2016,Bob,194.16,-194.16,withdrawal
6507,12-03-2016,Eve,241.59,-241.59,withdrawal
6508,12-03-2016,Bob,521.46,-521.46,withdrawal
6509,13-03-2016,David,80.01,-80.01,withdrawal
6510,13-03-2016,Alice,111.34,111.34,deposit
6511,13-03-2016,Charlie,137,137,deposit
6512,13-03-2016,Alice,183.89,-183.89,withdrawal
6513,13-03-2016,Charlie,0.26,-0.26,withdrawal
6514,13-03-2016,Bob,159.51,159.51,deposit
6515,13-03-2016,Alice,227.71,-227.71,withdrawal
6516,13-03-2016,Alice,54.85,-54.85,withdrawal
6517,14-03-2016,Bob,432.12,-432.12,withdrawal
6518,14-03-2016,Alice,138.32,138.32,deposit
6519,14-03-2016,Alice,80.14,80.14,deposit
6520,14-03-2016,Eve,204.61,-204.61,withdrawal
6521,14-03-2016,Charlie,267,-267,withdrawal
6522,14-03-2016,Eve,41.18,41.18,deposit
6523,14-03-2016,Bob,202.39,-202.39,withdrawal
6524,14-03-2016,David,66.51,66.51,deposit
6525,14-03-2016,David,32.79,-32.79,withdrawal
6526,14-03-2016,Alice,262.48,-262.48,withdrawal
6527,14-03-2016,Eve,177.56,-177.56,withdrawal
6528,15-03-2016,Bob,100.97,100.97,deposit
6529,15-03-2016,David,7.86,-7.86,withdrawal
6530,15-03-2016,David,276.97,276.97,deposit
6531,15-03-2016,Alice,46.84,-46.84,withdrawal
6532,15-03-2016,Eve,217.74,-217.74,withdrawal
6533,15-03-2016,Charlie,76.9,76.9,deposit
6534,15-03-2016,Eve,106.28,-106.28,withdrawal
6535,15-03-2016,Bob,90.57,90.57,deposit
6536,15-03-2016,Eve,368.69,368.69,deposit
6537,15-03-2016,Alice,94.56,-94.56,withdrawal
6538,15-03-2016,Bob,459.57,-459.57,withdrawal
6539,16-03-2016,Bob,18.55,18.55,deposit
6540,16-03-2016,David,138.63,-138.63,withdrawal
6541,16-03-2016,David,52.44,-52.44,withdrawal
6542,16-03-2016,Alice,297.93,297.93,deposit
6543,16-03-2016,Alice,2.79,-2.79,withdrawal
6544,16-03-2016,Bob,315.1,315.1,deposit
6545,16-03-2016,Charlie,234.1,-234.1,withdrawal
6546,16-03-2016,David,481.08,-481.08,withdrawal
6547,16-03-2016,Alice,535.65,-535.65,withdrawal
6548,16-03-2016,Charlie,195.95,195.95,deposit
6549,17-03-2016,Alice,291.63,-291.63,withdrawal
6550,17-03-2016,Bob,189.53,-189.53,withdrawal
6551,17-03-2016,Eve,386.96,-386.96,withdrawal
6552,17-03-2016,David,9.42,-9.42,withdrawal
6553,17-03-2016,David,162.26,162.26,deposit
6554,17-03-2016,Charlie,238.44,238.44,deposit
6555,17-03-2016,David,214.15,214.15,deposit
6556,17-03-2016,Bob,120.43,120.43,deposit
6557,18-03-2016,Eve,236.5,236.5,deposit
6558,18-03-2016,Eve,163.36,-163.36,withdrawal
6559,18-03-2016,Alice,236.79,236.79,deposit
6560,19-03-2016,Bob,132.54,-132.54,withdrawal
6561,19-03-2016,Charlie,46.07,-46.07,withdrawal
6562,19-03-2016,Eve,120.83,120.83,deposit
6563,19-03-2016,Bob,21.97,-21.97,withdrawal
6564,19-03-2016,David,74.62,-74.62,withdrawal
6565,19-03-2016,David,108.24,-108.24,withdrawal
6566,19-03-2016,Alice,300.1,-300.1,withdrawal
6567,19-03-2016,Eve,449.75,-449.75,withdrawal
6568,20-03-2016,Eve,87.32,-87.32,withdrawal
6569,20-03-2016,David,325.35,-325.35,withdrawal
6570,20-03-2016,Charlie,36.58,36.58,deposit
6571,20-03-2016,Charlie,182.62,182.62,deposit
6572,20-03-2016,Alice,104.34,104.34,deposit
6573,20-03-2016,David,145.99,145.99,deposit
6574,20-03-2016,Bob,250.64,-250.64,withdrawal
6575,20-03-2016,Alice,88.35,88.35,deposit
6576,20-03-2016,Charlie,91.47,-91.47,withdrawal
6577,21-03-2016,Bob,99.49,99.49,deposit
6578,21-03-2016,Alice,62.14,-62.14,withdrawal
6579,21-03-2016,Bob,37.7,-37.7,withdrawal
6580,21-03-2016,Charlie,706.7,706.7,deposit
6581,21-03-2016,Eve,160.57,-160.57,withdrawal
6582,21-03-2016,Charlie,334.57,334.57,deposit
6583,21-03-2016,David,107.88,-107.88,withdrawal
6584,21-03-2016,Bob,15.98,15.98,deposit
6585,21-03-2016,Eve,115.7,-115.7,withdrawal
6586,22-03-2016,David,37.37,-37.37,withdrawal
6587,22-03-2016,David,717.39,-717.39,withdrawal
6588,22-03-2016,Charlie,204.86,204.86,deposit
6589,22-03-2016,Bob,2.25,-2.25,withdrawal
6590,23-03-2016,Alice,174.2,-174.2,withdrawal
6591,23-03-2016,Charlie,58.23,58.23,deposit
6592,23-03-2016,Charlie,93.78,93.78,deposit
6593,23-03-2016,Eve,172.51,172.51,deposit
6594,23-03-2016,Alice,10.53,10.53,deposit
6595,23-03-2016,David,303.96,303.96,deposit
6596,23-03-2016,Alice,172.79,-172.79,withdrawal
6597,24-03-2016,Eve,219.33,219.33,deposit
6598,24-03-2016,Alice,222.54,222.54,deposit
6599,24-03-2016,Alice,155.09,155.09,deposit
6600,24-03-2016,Eve,514.76,-514.76,withdrawal
6601,24-03-2016,Bob,480.44,-480.44,withdrawal
6602,24-03-2016,Alice,9.74,9.74,deposit
6603,24-03-2016,Alice,68.47,-68.47,withdrawal
6604,24-03-2016,David,90.59,-90.59,withdrawal
6605,24-03-2016,Bob,11.37,11.37,deposit
6606,25-03-2016,Eve,101.99,101.99,deposit
6607,25-03-2016,David,16.94,-16.94,withdrawal
6608,25-03-2016,David,58.23,-58.23,withdrawal
6609,25-03-2016,David,358.86,-358.86,withdrawal
6610,25-03-2016,Eve,4.98,-4.98,withdrawal
6611,25-03-2016,Eve,0.54,-0.54,withdrawal
6612,25-03-2016,Charlie,226.68,226.68,deposit
6613,25-03-2016,Alice,148.32,148.32,deposit
6614,25-03-2016,Bob,6.49,6.49,deposit
6615,26-03-2016,Bob,38.64,38.64,deposit
6616,26-03-2016,Charlie,142.73,142.73,deposit
6617,26-03-2016,Bob,33.44,-33.44,withdrawal
6618,26-03-2016,David,57.48,-57.48,withdrawal
6619,26-03-2016,David,154.23,-154.23,withdrawal
6620,26-03-2016,Eve,11.11,-11.11,withdrawal
6621,26-03-2016,Eve,65.78,-65.78,withdrawal
6622,26-03-2016,Eve,29.3,-29.3,withdrawal
6623,26-03-2016,Alice,306.92,-306.92,withdrawal
6624,26-03-2016,Charlie,279.68,279.68,deposit
6625,26-03-2016,Charlie,160.56,160.56,deposit
6626,26-03-2016,Alice,136.3,136.3,deposit
6627,26-03-2016,Charlie,277.59,-277.59,withdrawal
6628,26-03-2016,Charlie,10.46,-10.46,withdrawal
6629,27-03-2016,David,62.14,-62.14,withdrawal
6630,27-03-2016,Bob,149.43,149.43,deposit
6631,27-03-2016,Alice,955.68,-955.68,withdrawal
6632,27-03-2016,Alice,295.77,295.77,deposit
6633,27-03-2016,Bob,201.03,-201.03,withdrawal
6634,27-03-2016,Bob,3.53,3.53,deposit
6635,28-03-2016,Alice,34.14,34.14,deposit
6636,28-03-2016,Bob,115.2,115.2,deposit
6637,28-03-2016,Alice,701.49,701.49,deposit
6638,28-03-2016,Alice,47.93,-47.93,withdrawal
6639,28-03-2016,Eve,328.91,-328.91,withdrawal
6640,28-03-2016,Alice,55.69,55.69,deposit
6641,28-03-2016,Charlie,15.65,15.65,deposit
6642,28-03-2016,Alice,8.74,-8.74,withdrawal
6643,28-03-2016,David,594.16,-594.16,withdrawal
6644,29-03-2016,Eve,133.94,133.94,deposit
6645,29-03-2016,Bob,114.34,114.34,deposit
6646,29-03-2016,Charlie,214.23,214.23,deposit
6647,29-03-2016,Alice,9.96,-9.96,withdrawal
6648,29-03-2016,David,69.05,-69.05,withdrawal
6649,29-03-2016,Eve,47.88,47.88,deposit
6650,29-03-2016,David,681.7,-681.7,withdrawal
6651,30-03-2016,Eve,338.72,338.72,deposit
6652,30-03-2016,Charlie,7.34,-7.34,withdrawal
6653,30-03-2016,Bob,341.32,341.32,deposit
6654,30-03-2016,Charlie,133.86,-133.86,withdrawal
6655,30-03-2016,Bob,53.95,53.95,deposit
6656,30-03-2016,Bob,188.96,188.96,deposit
6657,30-03-2016,Charlie,87.22,87.22,deposit
6658,30-03-2016,Bob,19.02,-19.02,withdrawal
6659,30-03-2016,Charlie,287.13,287.13,deposit
6660,30-03-2016,Charlie,365.2,-365.2,withdrawal
6661,30-03-2016,Bob,433.28,-433.28,withdrawal
6662,31-03-2016,Eve,234.05,-234.05,withdrawal
6663,31-03-2016,David,136.68,136.68,deposit
6664,31-03-2016,David,346.45,-346.45,withdrawal
6665,31-03-2016,Bob,523.26,523.26,deposit
6666,31-03-2016,Bob,186.04,186.04,deposit
6667,31-03-2016,Bob,29.17,29.17,deposit
6668,31-03-2016,Alice,247.08,247.08,deposit
6669,31-03-2016,Charlie,59.85,-59.85,withdrawal
6670,31-03-2016,Charlie,181.02,-181.02,withdrawal
6671,31-03-2016,Charlie,3.04,3.04,deposit
6672,31-03-2016,Alice,126.89,126.89,deposit
6673,01-04-2016,Charlie,63.69,-63.69,withdrawal
6674,01-04-2016,Charlie,5.78,5.78,deposit
6675,01-04-2016,Eve,32.85,-32.85,withdrawal
6676,01-04-2016,Eve,161.76,-161.76,withdrawal
6677,01-04-2016,Eve,20.95,20.95,deposit
6678,01-04-2016,David,175.77,-175.77,withdrawal
6679,01-04-2016,Alice,6.61,-6.61,withdrawal
6680,01-04-2016,Alice,37.91,37.91,deposit
6681,01-04-2016,Eve,264.5,264.5,deposit
6682,01-04-2016,Eve,212.65,212.65,deposit
6683,01-04-2016,Eve,115.26,115.26,deposit
6684,01-04-2016,David,121.27,121.27,deposit
6685,02-04-2016,David,316.91,-316.91,withdrawal
6686,02-04-2016,Eve,59.06,-59.06,withdrawal
6687,02-04-2016,David,23.08,-23.08,withdrawal
6688,02-04-2016,Bob,126.52,126.52,deposit
6689,02-04-2016,Charlie,73.14,73.14,deposit
6690,02-04-2016,Bob,125.56,-125.56,withdrawal
6691,02-04-2016,Alice,230.1,230.1,deposit
6692,03-04-2016,Eve,116.11,-116.11,withdrawal
6693,03-04-2016,Eve,34.81,34.81,deposit
6694,03-04-2016,Eve,204.49,-204.49,withdrawal
6695,03-04-2016,Bob,367.96,-367.96,withdrawal
6696,03-04-2016,Eve,221.81,221.81,deposit
6697,03-04-2016,Charlie,25.51,-25.51,withdrawal
6698,03-04-2016,Charlie,101.55,101.55,deposit
6699,03-04-2016,Bob,61.92,-61.92,withdrawal
6700,03-04-2016,Eve,58.37,58.37,deposit
6701,04-04-2016,Bob,245.41,-245.41,withdrawal
6702,04-04-2016,David,588.37,-588.37,withdrawal
6703,04-04-2016,Bob,54.79,54.79,deposit
6704,04-04-2016,Charlie,625.76,625.76,deposit
6705,04-04-2016,Alice,165.45,165.45,deposit
6706,04-04-2016,Eve,135.59,135.59,deposit
6707,04-04-2016,Alice,312.44,312.44,deposit
6708,04-04-2016,Charlie,368.32,368.32,deposit
6709,04-04-2016,Eve,565.78,565.78,deposit
6710,04-04-2016,Charlie,40.5,40.5,deposit
6711,04-04-2016,Bob,79.97,-79.97,withdrawal
6712,05-04-2016,Bob,151.55,151.55,deposit
6713,05-04-2016,Alice,258.49,-258.49,withdrawal
6714,05-04-2016,Alice,126.41,-126.41,withdrawal
6715,05-04-2016,Bob,135.55,-135.55,withdrawal
6716,05-04-2016,Eve,37.72,37.72,deposit
6717,05-04-2016,Charlie,723.76,-723.76,withdrawal
6718,05-04-2016,Alice,346.25,346.25,deposit
6719,05-04-2016,Alice,283.23,283.23,deposit
6720,05-04-2016,Eve,61.95,61.95,deposit
6721,05-04-2016,Bob,106.78,-106.78,withdrawal
6722,05-04-2016,David,88.49,-88.49,withdrawal
6723,06-04-2016,Charlie,43.99,-43.99,withdrawal
6724,06-04-2016,Eve,464.13,-464.13,withdrawal
6725,06-04-2016,Eve,932.59,932.59,deposit
6726,06-04-2016,David,16.69,16.69,deposit
6727,06-04-2016,Alice,84.42,84.42,deposit
6728,06-04-2016,Bob,337.41,-337.41,withdrawal
6729,06-04-2016,Eve,183.05,183.05,deposit
6730,06-04-2016,Alice,86.34,-86.34,withdrawal
6731,06-04-2016,Eve,263.14,-263.14,withdrawal
6732,06-04-2016,Bob,24.51,-24.51,withdrawal
6733,07-04-2016,Alice,515.4,515.4,deposit
6734,07-04-2016,Alice,149.17,149.17,deposit
6735,07-04-2016,David,51.51,-51.51,withdrawal
6736,07-04-2016,Alice,165.36,-165.36,withdrawal
6737,07-04-2016,Charlie,55.71,55.71,deposit
6738,07-04-2016,Alice,318.25,318.25,deposit
6739,07-04-2016,Bob,90.26,-90.26,withdrawal
6740,07-04-2016,Alice,473.77,-473.77,withdrawal
6741,07-04-2016,Bob,552.03,-552.03,withdrawal
6742,08-04-2016,Alice,199.71,-199.71,withdrawal
6743,08-04-2016,Charlie,7,7,deposit
6744,09-04-2016,Eve,89.06,89.06,deposit
6745,09-04-2016,David,17.14,-17.14,withdrawal
6746,09-04-2016,Eve,357.66,357.66,deposit
6747,09-04-2016,David,24.24,24.24,deposit
6748,09-04-2016,Eve,277.3,277.3,deposit
6749,09-04-2016,Charlie,43.72,43.72,deposit
6750,09-04-2016,Bob,69.49,-69.49,withdrawal
6751,09-04-2016,Bob,234.93,-234.93,withdrawal
6752,09-04-2016,Eve,174.24,174.24,deposit
6753,09-04-2016,David,187.52,-187.52,withdrawal
6754,09-04-2016,Eve,164.41,-164.41,withdrawal
6755,09-04-2016,Alice,31.04,-31.04,withdrawal
6756,10-04-2016,Eve,43.52,43.52,deposit
6757,10-04-2016,Eve,128.97,128.97,deposit
6758,10-04-2016,David,67.84,-67.84,withdrawal
6759,10-04-2016,Charlie,255.78,255.78,deposit
6760,10-04-2016,David,224.73,224.73,deposit
6761,10-04-2016,Alice,369.69,-369.69,withdrawal
6762,11-04-2016,Eve,177.28,-177.28,withdrawal
6763,11-04-2016,David,7.35,-7.35,withdrawal
6764,11-04-2016,Eve,99.78,-99.78,withdrawal
6765,11-04-2016,Alice,102.81,102.81,deposit
6766,11-04-2016,Bob,163.86,-163.86,withdrawal
6767,11-04-2016,Bob,12.94,-12.94,withdrawal
6768,11-04-2016,Alice,298.1,298.1,deposit
6769,11-04-2016,Alice,209.35,209.35,deposit
6770,11-04-2016,Alice,45.59,-45.59,withdrawal
6771,11-04-2016,Charlie,7.5,-7.5,withdrawal
6772,12-04-2016,David,341.67,-341.67,withdrawal
6773,12-04-2016,Eve,127.39,127.39,deposit
6774,12-04-2016,Charlie,133.71,133.71,deposit
6775,12-04-2016,Bob,279.47,-279.47,withdrawal
6776,12-04-2016,Eve,50.46,50.46,deposit
6777,12-04-2016,David,61.17,61.17,deposit
6778,12-04-2016,Eve,195.68,-195.68,withdrawal
6779,12-04-2016,Eve,223.36,-223.36,withdrawal
6780,12-04-2016,Charlie,148.9,-148.9,withdrawal
6781,12-04-2016,Alice,135.77,135.77,deposit
6782,12-04-2016,Eve,242.05,-242.05,withdrawal
6783,12-04-2016,David,205.49,205.49,deposit
6784,12-04-2016,David,119.31,-119.31,withdrawal
6785,13-04-2016,Bob,56.83,56.83,deposit
6786,13-04-2016,Bob,382.53,382.53,deposit
6787,13-04-2016,Eve,501.82,-501.82,withdrawal
6788,13-04-2016,Alice,93.55,-93.55,withdrawal
6789,13-04-2016,David,29.82,-29.82,withdrawal
6790,13-04-2016,Alice,885.48,-885.48,withdrawal
6791,13-04-2016,Alice,137.37,-137.37,withdrawal
6792,13-04-2016,Alice,55.57,-55.57,withdrawal
6793,14-04-2016,Alice,72.34,72.34,deposit
6794,14-04-2016,Eve,559.79,-559.79,withdrawal
6795,14-04-2016,Charlie,131.44,131.44,deposit
6796,14-04-2016,David,118.02,-118.02,withdrawal
6797,14-04-2016,David,42.57,-42.57,withdrawal
6798,14-04-2016,Alice,53.68,53.68,deposit
6799,14-04-2016,Eve,98.88,98.88,deposit
6800,14-04-2016,Bob,183.11,-183.11,withdrawal
6801,14-04-2016,Eve,310.82,-310.82,withdrawal
6802,14-04-2016,Bob,69.46,-69.46,withdrawal
6803,14-04-2016,Alice,177.8,-177.8,withdrawal
6804,15-04-2016,David,34.25,34.25,deposit
6805,15-04-2016,Eve,261.81,-261.81,withdrawal
6806,15-04-2016,Eve,3.77,-3.77,withdrawal
6807,15-04-2016,Alice,132.03,-132.03,withdrawal
6808,15-04-2016,Eve,551.41,551.41,deposit
6809,15-04-2016,Eve,242.83,242.83,deposit
6810,15-04-2016,Alice,281.95,-281.95,withdrawal
6811,15-04-2016,Eve,236.66,236.66,deposit
6812,15-04-2016,Charlie,3.97,3.97,deposit
6813,15-04-2016,Eve,241.29,241.29,deposit
6814,16-04-2016,Bob,14.07,14.07,deposit
6815,16-04-2016,Eve,61.63,-61.63,withdrawal
6816,16-04-2016,Alice,379.15,379.15,deposit
6817,16-04-2016,Eve,22.44,-22.44,withdrawal
6818,16-04-2016,David,251.17,251.17,deposit
6819,16-04-2016,David,13,13,deposit
6820,17-04-2016,Alice,65.38,65.38,deposit
6821,17-04-2016,Bob,231.73,-231.73,withdrawal
6822,17-04-2016,Alice,9.97,9.97,deposit
6823,17-04-2016,Alice,37.75,-37.75,withdrawal
6824,17-04-2016,David,207.33,-207.33,withdrawal
6825,17-04-2016,Bob,294.42,-294.42,withdrawal
6826,17-04-2016,Charlie,443.84,443.84,deposit
6827,17-04-2016,Alice,182.55,-182.55,withdrawal
6828,17-04-2016,Eve,6.67,6.67,deposit
6829,18-04-2016,Alice,374.4,374.4,deposit
6830,18-04-2016,Alice,406.3,406.3,deposit
6831,18-04-2016,Eve,83.81,-83.81,withdrawal
6832,18-04-2016,David,239.65,-239.65,withdrawal
6833,18-04-2016,Eve,136.08,-136.08,withdrawal
6834,18-04-2016,Eve,79.15,79.15,deposit
6835,18-04-2016,Eve,582.52,582.52,deposit
6836,18-04-2016,Charlie,198.3,-198.3,withdrawal
6837,18-04-2016,Eve,82.62,82.62,deposit
6838,18-04-2016,Bob,100.41,-100.41,withdrawal
6839,19-04-2016,Eve,418.82,-418.82,withdrawal
6840,19-04-2016,David,206.13,206.13,deposit
6841,19-04-2016,David,242.39,-242.39,withdrawal
6842,19-04-2016,Alice,161.93,-161.93,withdrawal
6843,19-04-2016,Alice,224.35,-224.35,withdrawal
6844,19-04-2016,David,821.13,821.13,deposit
6845,19-04-2016,Alice,153.97,153.97,deposit
6846,20-04-2016,Charlie,55.66,55.66,deposit
6847,20-04-2016,Charlie,29.65,29.65,deposit
6848,20-04-2016,Alice,127.37,127.37,deposit
6849,20-04-2016,Bob,144.99,-144.99,withdrawal
6850,20-04-2016,Eve,351.7,351.7,deposit
6851,20-04-2016,Charlie,30.04,30.04,deposit
6852,20-04-2016,David,228.66,-228.66,withdrawal
6853,21-04-2016,Eve,210.03,210.03,deposit
6854,21-04-2016,Charlie,35.88,-35.88,withdrawal
6855,21-04-2016,David,382.37,-382.37,withdrawal
6856,21-04-2016,David,19.08,19.08,deposit
6857,21-04-2016,Bob,194.78,194.78,deposit
6858,21-04-2016,David,559.48,-559.48,withdrawal
6859,21-04-2016,Bob,127.13,-127.13,withdrawal
6860,21-04-2016,Bob,72.52,-72.52,withdrawal
6861,22-04-2016,Charlie,139.16,139.16,deposit
6862,22-04-2016,Alice,101.31,-101.31,withdrawal
6863,22-04-2016,Alice,223.29,-223.29,withdrawal
6864,22-04-2016,Charlie,11.36,11.36,deposit
6865,22-04-2016,Bob,173.7,-173.7,withdrawal
6866,22-04-2016,Charlie,105.5,-105.5,withdrawal
6867,22-04-2016,Charlie,13.2,13.2,deposit
6868,22-04-2016,David,259.21,-259.21,withdrawal
6869,22-04-2016,Bob,72.32,-72.32,withdrawal
6870,22-04-2016,Alice,17.62,-17.62,withdrawal
6871,23-04-2016,Alice,657.18,657.18,deposit
6872,23-04-2016,Eve,253.09,253.09,deposit
6873,23-04-2016,Charlie,73.05,73.05,deposit
6874,23-04-2016,Alice,464.97,-464.97,withdrawal
6875,23-04-2016,Alice,157.89,157.89,deposit
6876,23-04-2016,Bob,259.48,-259.48,withdrawal
6877,23-04-2016,Eve,158.58,-158.58,withdrawal
6878,23-04-2016,Charlie,150.42,-150.42,withdrawal
6879,23-04-2016,David,67.11,-67.11,withdrawal
6880,23-04-2016,David,179.06,-179.06,withdrawal
6881,23-04-2016,Charlie,586.3,-586.3,withdrawal
6882,23-04-2016,Charlie,155.09,-155.09,withdrawal
6883,24-04-2016,Alice,59.25,59.25,deposit
6884,24-04-2016,Charlie,832.77,-832.77,withdrawal
6885,24-04-2016,David,282.68,282.68,deposit
6886,24-04-2016,Eve,27.48,27.48,deposit
6887,24-04-2016,David,103.18,-103.18,withdrawal
6888,24-04-2016,Eve,50.96,50.96,deposit
6889,24-04-2016,Eve,134.19,134.19,deposit
6890,25-04-2016,Charlie,34.71,34.71,deposit
6891,25-04-2016,David,156.06,-156.06,withdrawal
6892,25-04-2016,Alice,84.88,84.88,deposit
6893,25-04-2016,Charlie,42.91,42.91,deposit
6894,25-04-2016,Bob,19.69,-19.69,withdrawal
6895,25-04-2016,Eve,170.4,-170.4,withdrawal
6896,25-04-2016,Eve,51.25,-51.25,withdrawal
6897,25-04-2016,Bob,131.56,131.56,deposit
6898,25-04-2016,Eve,52.76,52.76,deposit
6899,26-04-2016,David,119.93,-119.93,withdrawal
6900,26-04-2016,Charlie,322.31,-322.31,withdrawal
6901,26-04-2016,Charlie,352.43,352.43,deposit
6902,26-04-2016,Eve,84.05,-84.05,withdrawal
6903,26-04-2016,Charlie,238.28,238.28,deposit
6904,26-04-2016,David,99.23,-99.23,withdrawal
6905,26-04-2016,Eve,167.23,-167.23,withdrawal
6906,26-04-2016,David,287.34,287.34,deposit
6907,26-04-2016,Alice,134.49,-134.49,withdrawal
6908,26-04-2016,Bob,44.74,44.74,deposit
6909,26-04-2016,Eve,192.31,-192.31,withdrawal
6910,27-04-2016,David,104.21,-104.21,withdrawal
6911,27-04-2016,Bob,298.23,-298.23,withdrawal
6912,27-04-2016,Eve,45.98,-45.98,withdrawal
6913,27-04-2016,Eve,197.8,-197.8,withdrawal
6914,27-04-2016,Alice,369.26,369.26,deposit
6915,27-04-2016,Eve,409.4,-409.4,withdrawal
6916,27-04-2016,Eve,531.63,-531.63,withdrawal
6917,27-04-2016,Alice,613.1,613.1,deposit
6918,27-04-2016,Charlie,33.44,33.44,deposit
6919,27-04-2016,Bob,109.86,-109.86,withdrawal
6920,28-04-2016,Charlie,35.48,-35.48,withdrawal
6921,28-04-2016,Alice,203.9,203.9,deposit
6922,28-04-2016,David,767.08,-767.08,withdrawal
6923,28-04-2016,Alice,149.42,-149.42,withdrawal
6924,28-04-2016,David,328.25,-328.25,withdrawal
6925,28-04-2016,Charlie,27.7,-27.7,withdrawal
6926,28-04-2016,Bob,594.66,-594.66,withdrawal
6927,28-04-2016,Eve,161.59,-161.59,withdrawal
6928,28-04-2016,Bob,392.54,392.54,deposit
6929,28-04-2016,Bob,399.57,-399.57,withdrawal
6930,28-04-2016,Charlie,396.5,-396.5,withdrawal
6931,28-04-2016,Alice,421.23,-421.23,withdrawal
6932,28-04-2016,David,69.11,-69.11,withdrawal
6933,28-04-2016,Eve,191.9,191.9,deposit
6934,29-04-2016,Alice,57.78,-57.78,withdrawal
6935,29-04-2016,Alice,86.25,-86.25,withdrawal
6936,29-04-2016,Bob,40.13,40.13,deposit
6937,29-04-2016,Alice,217.45,-217.45,withdrawal
6938,29-04-2016,Bob,403.84,403.84,deposit
6939,29-04-2016,Eve,84.66,84.66,deposit
6940,29-04-2016,Alice,156.9,156.9,deposit
6941,29-04-2016,Eve,1.81,1.81,deposit
6942,29-04-2016,Bob,32.25,32.25,deposit
6943,29-04-2016,Charlie,223.36,223.36,deposit
6944,29-04-2016,Bob,338.01,338.01,deposit
6945,29-04-2016,Eve,55.28,55.28,deposit
6946,30-04-2016,Bob,109.18,-109.18,withdrawal
6947,30-04-2016,Alice,78.15,78.15,deposit
6948,30-04-2016,Alice,269.6,-269.6,withdrawal
6949,30-04-2016,Bob,211.31,211.31,deposit
6950,30-04-2016,Charlie,173.98,-173.98,withdrawal
6951,30-04-2016,Eve,173.15,-173.15,withdrawal
6952,30-04-2016,Bob,139.72,139.72,deposit
6953,30-04-2016,Bob,388.44,-388.44,withdrawal
6954,01-05-2016,Alice,225.7,-225.7,withdrawal
6955,01-05-2016,Eve,703.36,-703.36,withdrawal
